dataset,fraction_label,model,mode,n,psnr_full_mean,psnr_full_std,psnr_patch_mean,psnr_patch_std,ssim_full_mean,ssim_full_std,ssim_patch_mean,ssim_patch_std,lpips_full_mean,lpips_full_std,lpips_patch_mean,lpips_patch_std
imagenet_val,10,llamagen,random_uniform,50000,20.864218771295622,2.1611120060922078,11.974100600576767,2.322502067640096,0.8405827019619941,0.031418910209774775,0.14977651076158097,0.09622592033249901,0.11489842163085938,0.01853221727389299,0.5114023522949219,0.08134387025266998
imagenet_val,10,llamagen,farthest,50000,17.58351076738941,1.9755145047986067,8.417614265136525,2.1582997850428596,0.806616475148201,0.0312181999184387,0.03463729919221818,0.049008881105693756,0.15123609008789063,0.023499070086095322,0.6304487524414063,0.09961398835876384
imagenet_val,10,vqgan,closest,50000,28.30019497916606,3.5685879982442232,20.444096806480953,3.881083843689066,0.9292820106041432,0.023518358736697213,0.5977952934512496,0.12591046481171206,0.03387781080007553,0.011729724809425517,0.13923729942560195,0.05237278065095136
imagenet_val,10,vqgan,orthogonal,50000,19.652790565912312,2.0028560341227406,11.143801500812499,2.052595469313545,0.7988669280695915,0.03998610482377341,0.1097488584415361,0.07162664881728698,0.14099643310546875,0.02332742420645125,0.537071181640625,0.08754974691534045
imagenet_val,10,vqgan,random_uniform,50000,21.286064713858455,2.4004919262803734,13.405100907024714,2.6215447682805064,0.8057683935797214,0.05074272005305488,0.2103619534121855,0.13513113103856575,0.13625497894287109,0.025008019607579403,0.5979222131347657,0.103164978834951
imagenet_val,10,vqgan,farthest,50000,12.9458316910402,1.3023383282507324,3.959010765526503,1.3422757141975792,0.726447547864914,0.04896057270789465,0.050105138766956395,0.06042540299735824,0.221456767578125,0.030631291938243384,0.730229453125,0.08899951117618984
imagenet_val,25,llamagen,closest,50000,25.52930896704305,2.916641528581092,20.363229003079883,3.0248839126121276,0.8739861303329468,0.040264976766860736,0.6217053698611259,0.11550846956794422,0.056943931198120114,0.01705644797528781,0.13420060427069663,0.04026181568548163
imagenet_val,25,llamagen,orthogonal,50000,16.73678452764427,1.695542553345503,11.452629774348578,1.7613750686950027,0.6558665138441324,0.05367895568518192,0.12854899629877412,0.07087898207953537,0.2614333056640625,0.03006623915921216,0.5987360986328125,0.06724835834409752
imagenet_val,25,llamagen,random_uniform,50000,16.77087953502771,1.749181083164971,11.480834836818872,1.8236867146917743,0.6604831039756537,0.054143231981846944,0.13827383670620616,0.07485199722906817,0.258410556640625,0.030447203068942573,0.5923180810546875,0.06751820689658103
imagenet_val,25,llamagen,farthest,50000,13.218934091969826,1.728208905251418,7.73722136005857,1.8267630074034675,0.6003128170022368,0.04959907613849756,0.027365108579521596,0.037047078229941154,0.323833271484375,0.04001949260475089,0.7019480810546875,0.08582816819983038
